gameId	code	displayName	category	family	regionScope	provinceCode	cityCode	version	enabled	sourceModule
461	py	PY	POKER	poker-pao-de-kuai	PROVINCE	shandong		1.0.0	1	PY
573	pydd	PYDD	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	PYDD
174	pymj	PYMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	PYMJ
112	pypdk	PYPDK	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	PYPDK
104	pypp	PYPP	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	PYPP
474	pysft	PYSFT	POKER	poker-pao-de-kuai	PROVINCE	zhejiang		1.0.0	1	PYSFT
105	pyzhw	PYZHW	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	PYZHW
91	pzmj	PZMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	0	PZMJ
413	qbsk	QBSK	POKER	poker-pao-de-kuai	PROVINCE	zhejiang		1.0.0	1	QBSK
411	qcdg	QCDG	POKER	poker-pao-de-kuai	PROVINCE	hubei		1.0.0	0	QCDG
464	qdbh	QDBH	POKER	poker-pao-de-kuai	PROVINCE	shandong		1.0.0	1	QDBH
591	qdjt	QDJT	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	QDJT
28	qdmj	QDMJ	MAHJONG	mahjong-lai-zi	PROVINCE	shandong		1.0.0	0	QDMJ
420	qjfbbmj	QJFBBMJ	MAHJONG	mahjong-lai-zi	PROVINCE	yunnan		1.0.0	1	QJFBBMJ
355	qjfxjmj	QJFXJMJ	MAHJONG	mahjong-standard	PROVINCE	zhejiang		1.0.0	0	QJFXJMJ
456	qwwes	QWWES	POKER	poker-pao-de-kuai	PROVINCE	fujian		1.0.0	1	QWWES
565	qxwq	QXWQ	MAHJONG	mahjong-standard	PROVINCE	sichuan		1.0.0	1	QXWQ
297	qymj	QYMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	QYMJ
393	qyphmj	QYPHMJ	MAHJONG	mahjong-standard	PROVINCE	anhui		1.0.0	0	QYPHMJ
242	qzcsmj	QZCSMJ	MAHJONG	mahjong-lai-zi	PROVINCE	zhejiang		1.0.0	0	QZCSMJ
243	qzkhmj	QZKHMJ	MAHJONG	mahjong-lai-zi	PROVINCE	zhejiang		1.0.0	0	QZKHMJ
7	qzmj	QZMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	1	QZMJ
513	rbmj	RBMJ	MAHJONG	mahjong-xue-liu	PROVINCE	riben		1.0.0	1	RBMJ
145	rcmj	RCMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	0	RCMJ
120	rcwsk	RCWSK	POKER	poker-pao-de-kuai	PROVINCE	fujian		1.0.0	0	RCWSK
155	rcwsk3	RCWSK3	POKER	poker-pao-de-kuai	PROVINCE	fujian		1.0.0	0	RCWSK3
191	rcwsk6	RCWSK6	POKER	poker-pao-de-kuai	PROVINCE	fujian		1.0.0	0	RCWSK6
335	rgjamj	RGJAMJ	MAHJONG	mahjong-xue-zhan	PROVINCE	sichuan		1.0.0	1	RGJAMJ
284	rjmj	RJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	0	RJMJ
149	rqmj	RQMJ	MAHJONG	mahjong-lai-zi	PROVINCE	hubei		1.0.0	0	RQMJ
370	rxew	RXEW	MAHJONG	mahjong-lai-zi	PROVINCE	sichuan		1.0.0	0	RXEW
384	rzmj	RZMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	RZMJ
557	scdymj	SCDYMJ	MAHJONG	mahjong-xue-zhan	PROVINCE	sichuan		1.0.0	1	SCDYMJ
515	scgamj	SCGAMJ	MAHJONG	mahjong-lai-zi	PROVINCE	sichuan		1.0.0	1	SCGAMJ
548	scgxmj	SCGXMJ	MAHJONG	mahjong-xue-zhan	PROVINCE	sichuan		1.0.0	1	SCGXMJ
290	scmj	SCMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	0	SCMJ
471	scnjmj	SCNJMJ	MAHJONG	mahjong-xue-zhan	PROVINCE	sichaun		1.0.0	1	SCNJMJ
401	scpk	SCPK	POKER	poker-pao-de-kuai	PROVINCE	liaoning		1.0.0	0	SCPK
376	sd	SD	POKER	poker-pao-de-kuai	PROVINCE	shanxisheng		1.0.0	0	SD
409	sdb	SDB	POKER	poker-trick-taking	PROVINCE	guizhou		1.0.0	1	SDB
102	sdfjmj	SDFJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	1	SDFJMJ
214	sdh	SDH	POKER	poker-pao-de-kuai	PROVINCE	hunan		1.0.0	0	SDH
528	sdhzmj	SDHZMJ	MAHJONG	mahjong-standard	PROVINCE	shandong		1.0.0	1	SDHZMJ
358	sdjnmj	SDJNMJ	MAHJONG	mahjong-standard	PROVINCE	shandong		1.0.0	0	SDJNMJ
900006	sdlcmj	SDLCMJ	MAHJONG	mahjong-standard	PROVINCE	shandong		1.0.0	0	SDLCMJ
142	sdlymj	SDLYMJ	MAHJONG	mahjong-standard	PROVINCE	shandong		1.0.0	0	SDLYMJ
527	sdzzmj	SDZZMJ	MAHJONG	mahjong-standard	PROVINCE	shandong		1.0.0	1	SDZZMJ
371	sfphmj	SFPHMJ	MAHJONG	mahjong-standard	PROVINCE	sichuan		1.0.0	0	SFPHMJ
19	sg	SG	POKER	poker-pao-de-kuai	NATIONAL			1.0.0	0	SG
368	sgew	SGEW	MAHJONG	mahjong-lai-zi	PROVINCE	sichuan		1.0.0	0	SGEW
488	sglk	SGLK	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	SGLK
49	sgmj	SGMJ	MAHJONG	mahjong-standard	PROVINCE	guangdong		1.0.0	1	SGMJ
259	shqmmj	SHQMMJ	MAHJONG	mahjong-lai-zi	PROVINCE	shanghai		1.0.0	0	SHQMMJ
51	sj	SJ	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	0	SJ
571	sjms	SJMS	POKER	poker-pao-de-kuai	PROVINCE	sichuan		1.0.0	1	SJMS
13	smmj	SMMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	0	SMMJ
181	sqmj	SQMJ	MAHJONG	mahjong-lai-zi	PROVINCE	henan		1.0.0	0	SQMJ
232	sqsymj	SQSYMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	0	SQSYMJ
410	sqycmj	SQYCMJ	MAHJONG	mahjong-lai-zi	PROVINCE	henan		1.0.0	0	SQYCMJ
228	srddz	SRDDZ	POKER	poker-pao-de-kuai	PROVINCE	fujiang		1.0.0	0	SRDDZ
25	srmj	SRMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	0	SRMJ
537	sse	SSE	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	1	SSE
16	ssmj	SSMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	1	SSMJ
339	sspmj	SSPMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	0	SSPMJ
2	sss	SSS	POKER	poker-pao-de-kuai	NATIONAL			1.0.0	1	SSS
480	sstx	SSTX	POKER	poker-pao-de-kuai	PROVINCE	anhui		1.0.0	1	SSTX
418	st	ST	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	ST
390	stmj	STMJ	MAHJONG	mahjong-standard	PROVINCE	anhui		1.0.0	0	STMJ
402	ststmj	STSTMJ	MAHJONG	mahjong-standard	PROVINCE	yunnan		1.0.0	0	STSTMJ
277	swmj	SWMJ	MAHJONG	mahjong-lai-zi	PROVINCE	guangdong		1.0.0	0	SWMJ
248	sxhtmj	SXHTMJ	MAHJONG	mahjong-lai-zi	PROVINCE	shanxi		1.0.0	0	SXHTMJ
264	sxlsmj	SXLSMJ	MAHJONG	mahjong-lai-zi	PROVINCE	shanxi		1.0.0	0	SXLSMJ
507	sxmj	SXMJ	MAHJONG	mahjong-standard	PROVINCE	zhejiang		1.0.0	1	SXMJ
315	sxmmj	SXMMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	SXMMJ
510	sxzjmj	SXZJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	zhejiang		1.0.0	1	SXZJMJ
38	symj	SYMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	0	SYMJ
481	sys	SYS	POKER	poker-pao-de-kuai	PROVINCE	liaoning		1.0.0	1	SYS
451	sysybp	SYSYBP	MAHJONG	mahjong-standard	PROVINCE	hunan		1.0.0	1	SYSYBP
487	szd	SZD	POKER	poker-pao-de-kuai	PROVINCE	taiwan		1.0.0	1	SZD
227	szmj	SZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	0	SZMJ
531	tamj	TAMJ	MAHJONG	mahjong-standard	PROVINCE	shandong		1.0.0	1	TAMJ
395	tbhmj	TBHMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	0	TBHMJ
133	tbzfbmj	TBZFBMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	1	TBZFBMJ
98	tcmj	TCMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	1	TCMJ
55	tdhmj	TDHMJ	MAHJONG	mahjong-standard	PROVINCE	hebei		1.0.0	1	TDHMJ
184	tgmj	TGMJ	MAHJONG	mahjong-tui-dao-hu	PROVINCE	jiangxi		1.0.0	0	TGMJ
568	tgwsk	TGWSK	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	TGWSK
541	thbbz	THBBZ	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	THBBZ
160	thgjmj	THGJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	0	THGJMJ
540	thgz	THGZ	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	THGZ
338	thjgl	THJGL	POKER	poker-pao-de-kuai	PROVINCE	henan		1.0.0	0	THJGL
405	thkb	THKB	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	0	THKB
354	tjmj	TJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	hunan		1.0.0	0	TJMJ
553	tjtgmj	TJTGMJ	MAHJONG	mahjong-standard	PROVINCE	tianjin		1.0.0	1	TJTGMJ
363	tjtjmj	TJTJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	tianjin		1.0.0	0	TJTJMJ
246	tmhhmj	TMHHMJ	MAHJONG	mahjong-lai-zi	PROVINCE	hubei		1.0.0	0	TMHHMJ
406	tsdg	TSDG	POKER	poker-pao-de-kuai	PROVINCE	hubei		1.0.0	0	TSDG
489	ttz	TTZ	POKER	poker-trick-taking	PROVINCE	taiwan		1.0.0	1	TTZ
465	twgz	TWGZ	POKER	poker-pao-de-kuai	PROVINCE	taiwan		1.0.0	1	TWGZ
122	twmj	TWMJ	MAHJONG	mahjong-standard	PROVINCE	taiwan		1.0.0	1	TWMJ
314	txmj	TXMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	TXMJ
550	tzjjmj	TZJJMJ	MAHJONG	mahjong-standard	PROVINCE	zhejiang		1.0.0	1	TZJJMJ
123	tzkzmj	TZKZMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	1	TZKZMJ
48	tzmj	TZMJ	MAHJONG	mahjong-standard	PROVINCE	shandong		1.0.0	1	TZMJ
611	tzpdk	TZPDK	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	1	TZPDK
494	wabjmj	WABJMJ	MAHJONG	mahjong-xue-liu	PROVINCE	jiangxi		1.0.0	1	WABJMJ
468	wfbh	WFBH	POKER	poker-pao-de-kuai	PROVINCE	shandong		1.0.0	1	WFBH
330	wgfhmj	WGFHMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	WGFHMJ
483	whbh	WHBH	POKER	poker-pao-de-kuai	PROVINCE	shandong		1.0.0	1	WHBH
235	whmj	WHMJ	MAHJONG	mahjong-standard	PROVINCE	anhui		1.0.0	0	WHMJ
560	wjmj	WJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	1	WJMJ
419	wk	WK	POKER	poker-pao-de-kuai	PROVINCE	shanxisheng		1.0.0	1	WK
61	wl	WL	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	WL
82	wnmj	WNMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	WNMJ
84	wnpdk	WNPDK	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	WNPDK
83	wnyh	WNYH	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	WNYH
508	wsbea	WSBEA	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	WSBEA
42	wsk	WSK	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	0	WSK
476	wxls	WXLS	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	1	WXLS
70	wxmj	WXMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	0	WXMJ
473	wxzmmj	WXZMMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	1	WXZMMJ
41	wzmj	WZMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	WZMJ
463	wzqsmj	WZQSMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	WZQSMJ
900007	xcmj	XCMJ	MAHJONG	mahjong-xue-zhan	PROVINCE	anhui		1.0.0	0	XCMJ
280	xfgzmj	XFGZMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	0	XFGZMJ
146	xgkwxmj	XGKWXMJ	MAHJONG	mahjong-standard	PROVINCE	hubei		1.0.0	0	XGKWXMJ
239	xgpdk	XGPDK	POKER	poker-pao-de-kuai	PROVINCE	hubei		1.0.0	0	XGPDK
121	xhbbmj	XHBBMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	1	XHBBMJ
119	xhmj	XHMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	1	XHMJ
296	xhzmj	XHZMJ	MAHJONG	mahjong-standard	NATIONAL			1.0.0	0	XHZMJ
536	xjbjmj	XJBJMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	XJBJMJ
200	xjlshmj	XJLSHMJ	MAHJONG	mahjong-xue-liu	PROVINCE	xinjiang		1.0.0	0	XJLSHMJ
900008	xjmj	XJMJ	MAHJONG	mahjong-standard	PROVINCE	unpublished		1.0.0	0	XJMJ
203	xjxzmj	XJXZMJ	MAHJONG	mahjong-xue-liu	PROVINCE	xinjiang		1.0.0	0	XJXZMJ
266	xl2vs2mj	XL2VS2MJ	MAHJONG	mahjong-xue-zhan	PROVINCE	sichuan		1.0.0	0	XL2VS2MJ
518	xlhzmj	XLHZMJ	MAHJONG	mahjong-xue-liu	PROVINCE	sichuan		1.0.0	1	XLHZMJ
66	xlqmj	XLQMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	1	XLQMJ
4	xmmj	XMMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	0	XMMJ
361	xnmj	XNMJ	MAHJONG	mahjong-lai-zi	PROVINCE	hunan		1.0.0	0	XNMJ
151	xplp	XPLP	MAHJONG	mahjong-standard	PROVINCE	hunan		1.0.0	0	XPLP
153	xpphz	XPPHZ	WORD_CARD	word-card-pao-hu-zi	PROVINCE	hunan		1.0.0	0	XPPHZ
484	xsdq	XSDQ	POKER	poker-pao-de-kuai	PROVINCE	hubei		1.0.0	1	XSDQ
353	xsmj	XSMJ	MAHJONG	mahjong-lai-zi	PROVINCE	zhejiang		1.0.0	0	XSMJ
317	xsy	XSY	POKER	poker-pao-de-kuai	PROVINCE	guangxi		1.0.0	0	XSY
350	xtlhmj	XTLHMJ	MAHJONG	mahjong-lai-zi	PROVINCE	hubei		1.0.0	0	XTLHMJ
56	xtmj	XTMJ	MAHJONG	mahjong-standard	PROVINCE	hebei		1.0.0	0	XTMJ
529	xwmj	XWMJ	MAHJONG	mahjong-standard	PROVINCE	sichuan		1.0.0	1	XWMJ
299	xxfqmj	XXFQMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	0	XXFQMJ
177	xxmj	XXMJ	MAHJONG	mahjong-tui-dao-hu	PROVINCE	henan		1.0.0	0	XXMJ
333	xxtdhmj	XXTDHMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	XXTDHMJ
323	xygsmj	XYGSMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	XYGSMJ
341	xyhcmj	XYHCMJ	MAHJONG	mahjong-lai-zi	PROVINCE	henan		1.0.0	0	XYHCMJ
15	xymj	XYMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	1	XYMJ
320	xyscmj	XYSCMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	XYSCMJ
486	xywsk	XYWSK	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	XYWSK
311	xyxmj	XYXMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	0	XYXMJ
331	xyxxmj	XYXXMJ	MAHJONG	mahjong-lai-zi	PROVINCE	henan		1.0.0	0	XYXXMJ
332	xyxxpdk	XYXXPDK	POKER	poker-pao-de-kuai	PROVINCE	henan		1.0.0	0	XYXXPDK
34	xyzb	XYZB	POKER	poker-pao-de-kuai	PROVINCE	fujian		1.0.0	0	XYZB
171	xzmj	XZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	0	XZMJ
539	ybgxmj	YBGXMJ	MAHJONG	mahjong-lai-zi	PROVINCE	sichuan		1.0.0	1	YBGXMJ
491	ycfxmj	YCFXMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	1	YCFXMJ
407	ychp	YCHP	WORD_CARD	word-card-pao-hu-zi	PROVINCE	hubei		1.0.0	1	YCHP
43	ycmj	YCMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	YCMJ
404	ycsdr	YCSDR	WORD_CARD	word-card-pao-hu-zi	PROVINCE	hubei		1.0.0	0	YCSDR
493	ycsgmj	YCSGMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	1	YCSGMJ
252	yctjmj	YCTJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	shanxi		1.0.0	0	YCTJMJ
285	yddgmj	YDDGMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	0	YDDGMJ
412	yfcgmj	YFCGMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	1	YFCGMJ
460	yfmj	YFMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	YFMJ
245	ygjzmj	YGJZMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	0	YGJZMJ
21	yglfl	YGLFL	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	0	YGLFL
20	ygmj	YGMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	1	YGMJ
268	ygpdk	YGPDK	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	0	YGPDK
244	ygwsk	YGWSK	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	0	YGWSK
351	yhmj	YHMJ	MAHJONG	mahjong-standard	PROVINCE	jiangxi		1.0.0	0	YHMJ
100	yhzmj	YHZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	1	YHZMJ
574	yjlymj	YJLYMJ	MAHJONG	mahjong-lai-zi	PROVINCE	hubei		1.0.0	1	YJLYMJ
274	yjmj	YJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	guangdong		1.0.0	0	YJMJ
357	yjnxmj	YJNXMJ	MAHJONG	mahjong-standard	PROVINCE	hunan		1.0.0	0	YJNXMJ
30	ykmj	YKMJ	MAHJONG	mahjong-tui-dao-hu	PROVINCE	liaoning		1.0.0	1	YKMJ
253	yldgzmj	YLDGZMJ	MAHJONG	mahjong-standard	PROVINCE	shanxisheng		1.0.0	0	YLDGZMJ
26	ysdz	YSDZ	POKER	poker-pao-de-kuai	PROVINCE	jiangxi		1.0.0	0	YSDZ
204	ysmj	YSMJ	MAHJONG	mahjong-standard	PROVINCE	anhui		1.0.0	0	YSMJ
249	yszmj	YSZMJ	MAHJONG	mahjong-standard	PROVINCE	shanxi		1.0.0	0	YSZMJ
29	ytmj	YTMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	1	YTMJ
295	ytyjmj	YTYJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangxi		1.0.0	0	YTYJMJ
251	yxbzmj	YXBZMJ	MAHJONG	mahjong-standard	PROVINCE	shanxi		1.0.0	0	YXBZMJ
326	yxddz	YXDDZ	POKER	poker-pao-de-kuai	PROVINCE	henan		1.0.0	0	YXDDZ
69	yxls	YXLS	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	1	YXLS
47	yxmj	YXMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	1	YXMJ
103	yxpdk	YXPDK	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	1	YXPDK
327	yxsrddz	YXSRDDZ	POKER	poker-pao-de-kuai	PROVINCE	henan		1.0.0	0	YXSRDDZ
77	yxtdh	YXTDH	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	1	YXTDH
345	yymj	YYMJ	MAHJONG	mahjong-standard	PROVINCE	hunan		1.0.0	0	YYMJ
342	yzchz	YZCHZ	WORD_CARD	word-card-pao-hu-zi	CITY	hunan	yongzhou	1.0.0	0	YZCHZ
231	yzgymj	YZGYMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	0	YZGYMJ
50	yzmj	YZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	0	YZMJ
150	yzpdk	YZPDK	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	0	YZPDK
209	yzyzmj	YZYZMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	0	YZYZMJ
127	za13mj	ZA13MJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	1	ZA13MJ
128	za16mj	ZA16MJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	1	ZA16MJ
143	zass	ZASS	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	0	ZASS
372	zcmj	ZCMJ	MAHJONG	mahjong-lai-zi	PROVINCE	henan		1.0.0	0	ZCMJ
389	zd	ZD	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	0	ZD
210	zgcp	ZGCP	LONG_CARD	long-card-zigong	PROVINCE	sichuan		1.0.0	0	ZGCP
211	zgdss	ZGDSS	LONG_CARD	long-card-zigong-da-si-shi	PROVINCE	sichuan		1.0.0	0	ZGDSS
215	zgmj	ZGMJ	MAHJONG	mahjong-standard	PROVINCE	zichuan		1.0.0	0	ZGMJ
374	zgqzmj	ZGQZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	sichuan		1.0.0	0	ZGQZMJ
478	zgz	ZGZ	POKER	poker-pao-de-kuai	PROVINCE	shanxi		1.0.0	1	ZGZ
94	zjgmj	ZJGMJ	MAHJONG	mahjong-standard	PROVINCE	jiangsu		1.0.0	1	ZJGMJ
197	zjhzmj	ZJHZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	zhejiang		1.0.0	0	ZJHZMJ
23	zjjhmj	ZJJHMJ	MAHJONG	mahjong-standard	PROVINCE	zhejiang		1.0.0	0	ZJJHMJ
36	zjmj	ZJMJ	MAHJONG	mahjong-lai-zi	PROVINCE	jiangsu		1.0.0	1	ZJMJ
72	zjpls	ZJPLS	POKER	poker-pao-de-kuai	PROVINCE	jiangsu		1.0.0	1	ZJPLS
107	zjqzmj	ZJQZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	zhejiang		1.0.0	1	ZJQZMJ
118	zjqzsk	ZJQZSK	POKER	poker-pao-de-kuai	PROVINCE	zhejiang		1.0.0	1	ZJQZSK
220	zjshzmj	ZJSHZMJ	MAHJONG	mahjong-standard	PROVINCE	zhejiang		1.0.0	0	ZJSHZMJ
533	zjtzmj	ZJTZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	zhejiang		1.0.0	1	ZJTZMJ
226	zjwzmj	ZJWZMJ	MAHJONG	mahjong-standard	PROVINCE	zhejiang		1.0.0	0	ZJWZMJ
316	zklymj	ZKLYMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	ZKLYMJ
182	zkmj	ZKMJ	MAHJONG	mahjong-standard	PROVINCE	henan		1.0.0	0	ZKMJ
417	zlmz	ZLMZ	POKER	poker-pao-de-kuai	PROVINCE	ningxia		1.0.0	1	ZLMZ
318	zmdmj	ZMDMJ	MAHJONG	mahjong-lai-zi	PROVINCE	henan		1.0.0	0	ZMDMJ
57	zpmj	ZPMJ	MAHJONG	mahjong-standard	PROVINCE	fujian		1.0.0	1	ZPMJ
321	zxmj	ZXMJ	MAHJONG	mahjong-lai-zi	PROVINCE	hubei		1.0.0	0	ZXMJ
542	zymj	ZYMJ	MAHJONG	mahjong-standard	PROVINCE	guizhou		1.0.0	1	ZYMJ
556	zzdmz	ZZDMZ	POKER	poker-pao-de-kuai	PROVINCE	hunan		1.0.0	1	ZZDMZ
900009	zzmj	ZZMJ	MAHJONG	mahjong-lai-zi	PROVINCE	fujian		1.0.0	0	ZZMJ
206	zznsb	ZZNSB	POKER	poker-pao-de-kuai	PROVINCE	hunan		1.0.0	0	ZZNSB
205	zzph	ZZPH	MAHJONG	mahjong-standard	PROVINCE	hunan		1.0.0	0	ZZPH
